Annotator A ID,Annotator B ID,Parition ID,Corpora ID,Sentence ID,Text,Annotator A Text,Annotator B Text,Length,Error,Alignment Score,Agreement
6,8,1,2,3210,how do I put my rewards number into the reservation after the fact?,how do I put my rewards number into the reservation after the fact?,how do I put my rewards number into the reservation after the fact?,67,0,1,1
6,8,1,2,3211,I'm trying to reserve a coach seat on the 449 Lake Shore Limited for Friday Nov.20th,I'm trying to reserve a coach seat on the 449 Lake Shore Limited for Friday Nov.20th,I'm trying to reserve a coach seat on the 449 Lake Shore Limited for Friday Nov.20th,84,0,1,1
6,8,1,2,3212,I have tried severakl times to book my wife and I to NYC on Nov 20 and keep getting errors ... what can I do,I have tried severakl times to book my wife and I to NYC on Nov 20 and keep getting errors [... what can I do],I have tried severakl times to book my wife and I to NYC on Nov 20 and keep getting errors ... what can I do,108,17,0.8425925926,0
6,8,1,2,3213,Are you telling me there are no trains heading to Lancaster via philly today leaving providence ri??,Are you telling me there are no trains heading to Lancaster via philly today leaving providence ri??,Are you telling me there are no trains heading to Lancaster via philly today leaving providence ri??,100,0,1,1
6,8,1,2,3215,"How to I get two separate tickets to list in the ""cart""?","How to I get two separate tickets to list in the ""cart""?","How to I get two separate tickets to list in the ""cart""?",56,0,1,1
6,8,1,2,3216,is it cheaper for a 2 day stay as opposed to one day,is it cheaper for a 2 day stay as opposed to one day,is it cheaper for a 2 day stay as opposed to one day,52,0,1,1
6,8,1,2,3217,"Hi -----, we have tickets for the 5.20pm train from Boston South Station to NY Penn Station on the 9th December - the Acela Express. However,, can we board at cname- 128 Westwood instead of Boston?","[Hi -----, we have tickets for the 5.20pm train from Boston South Station to NY Penn Station on the 9th December - the Acela Express. However,, ]can we board at cname- 128 Westwood instead of Boston?","[Hi -----, we have tickets for the 5.20pm train from Boston South Station to NY Penn Station on the 9th December - the Acela Express. However,, ]can we board at cname- 128 Westwood instead of Boston?",197,0,1,1
6,8,1,2,3218,"Why did no senior discount appear on my itinerary as I was attempting to make reservations? I logged in and show up as a senior, which I am.","Why did no senior discount appear on my itinerary as I was attempting to make reservations?[ I logged in and show up as a senior, which I am.]","Why did no senior discount appear on my itinerary as I was attempting to make reservations?[ I logged in and show up as a senior, which I am.]",140,0,1,1
6,8,1,2,3219,"Hi, My mom will be traveling on cname- next week, she has a grill tool set to bring as a gift, will she be allowed to bring it?","[Hi, My mom will be traveling on cname- next week, she has a grill tool set to bring as a gift,] will she be allowed to bring it?","[Hi, ]My mom will be traveling on cname- next week, she has a grill tool set to bring as a gift, will she be allowed to bring it?",127,90,0.2913385827,1
6,8,1,2,3220,how do I check to see if a ticket purchase was completed,how do I check to see if a ticket purchase was completed,how do I check to see if a ticket purchase was completed,56,0,1,1
6,8,1,2,3222,how do I get from Philadelphia to the Nemours mansion in the brandywine valley,how do I get from Philadelphia to the Nemours mansion in the brandywine valley,how do I get from Philadelphia to the Nemours mansion in the brandywine valley,78,0,1,1
6,8,1,2,3223,"----- i would like a price on a round trip to Chester Virginia, from Kenner La.1 Senior Citizen Disable ticket and 1 regular adult ticket.From Dec. 19.15 to Dec.27. 15 can you get me a price on that.","[-----] i would like a price on a round trip to Chester Virginia, from Kenner La.1 Senior Citizen [Disable ticket and 1 regular adult ticket.From Dec. 19.15 to Dec.27. 15 can you get me a price on that.]","[----- ]i would like a price on a round trip to Chester Virginia, from Kenner La.1 Senior Citizen Disable ticket and 1 regular adult ticket.From Dec. 19.15 to Dec.27. 15 can you get me a price on that.",199,103,0.4824120603,1
6,8,1,2,3224,looking for pricing to lower level accessible bed and bath for July 1 2016 - July 31 2016 from NYC to PDX,looking for pricing to lower level accessible bed and bath for July 1 2016 - July 31 2016 from NYC to PDX,looking for pricing to lower level accessible bed and bath for July 1 2016 - July 31 2016 from NYC to PDX,105,0,1,1
6,8,1,2,3225,is there a train arriving in san Antonio from Austin about now that was delayed,is there a train arriving in san Antonio from Austin about now that was delayed,is there a train arriving in san Antonio from Austin about now that was delayed,79,0,1,1
6,8,1,2,3226,"Hi -----...I am hoping to take cname- from boston back bay BBY to Canaan CT but I don't know which cname- station stop is closest to Canaan, CT....I would be leaving on a Monday","[Hi -----...]I am hoping to take cname- from boston back bay BBY to Canaan CT[ but I don't know which cname- station stop is closest to Canaan, CT....I would be leaving on a Monday]","[Hi -----...]I am hoping to take cname- from boston back bay BBY to Canaan CT but I don't know which cname- station stop is closest to Canaan, CT....I would be leaving on a Monday",177,102,0.4237288136,1
6,8,1,2,3227,will the monthly ticket cover the bus scheduled instead of the train,will the monthly ticket cover the bus scheduled instead of the train,will the monthly ticket cover the bus scheduled instead of the train,68,0,1,1
6,8,1,2,3228,"I'm trying to redeem points 2,930 fo a one trip from Stamford to Wash. DC","I'm trying to redeem points 2,930 fo a one trip from Stamford to Wash. DC","I'm trying to redeem points 2,930 fo a one trip from Stamford to Wash. DC",73,0,1,1
6,8,1,2,3229,Can I upgrade a reservation from coach to compartment for one way of my future trip?,Can I upgrade a reservation from coach to compartment for one way of my future trip?,Can I upgrade a reservation from coach to compartment for one way of my future trip?,84,0,1,1
6,8,1,2,3230,How do I find out about long term parking at the lake Charles cname- station?,How do I find out about long term parking at the lake Charles cname- station?,How do I find out about long term parking at the lake Charles cname- station?,77,0,1,1
6,8,1,2,3231,"are there any closures of restrictions from philadelphia to union station, washington DC","are there any closures of restrictions from philadelphia to union station, washington DC","are there any closures of restrictions from philadelphia to union station, washington DC",88,0,1,1
6,8,1,2,3232,i made a reservation and paid yesterday and now want to print out my receipt and ticket. i don't find it on the website?,i made a reservation and paid yesterday and now want to print out my receipt and ticket.[ i don't find it on the website?],i made a reservation and paid yesterday and now want to print out my receipt and ticket. i don't find it on the website?,120,32,0.7333333333,0
6,8,1,2,3233,I have never travelled by train. I would like to go from Essex Junction Vt to Orlando Florida on a sleeper. Can you help,[I have never travelled by train. ]I would like to go from Essex Junction Vt to Orlando Florida on a sleeper.[ Can you help],I have never travelled by train. I would like to go from Essex Junction Vt to Orlando Florida on a sleeper. Can you help,120,46,0.6166666667,0
6,8,1,2,3234,"why can't I log into my account, i just changed the password and verified with my e-mail already","why can't I log into my account,[ i just changed the password and verified with my e-mail already]","why can't I log into my account, i just changed the password and verified with my e-mail already",96,64,0.3333333333,0
6,8,1,2,3235,"I cannot link my cname-.com and cname- guest rewards accounts. It keeps telling me that I am entering the incorrect email address and/or password, but I know both the email and password are correct be","I cannot link my cname-.com and cname- guest rewards accounts.[ It keeps telling me that I am entering the incorrect email address and/or password, but I know both the email and password are correct be]","I cannot link my cname-.com and cname- guest rewards accounts. It keeps telling me that I am entering the incorrect email address and/or password, but I know both the email and password are correct be",200,138,0.31,0
6,8,1,2,3236,What train should we take from New Haven to Grand Central Station?,What train should we take from New Haven to Grand Central Station?,What train should we take from New Haven to Grand Central Station?,66,0,1,1
6,8,1,2,3237,"Hi -----, I looking for a train service from Chicago, to Phoenix. I think I'd be better off in a sleeper and I don't think there would be enough leg and sleeping room in a seat. I've never been on a t","[Hi -----, ]I looking for a train service from Chicago, to Phoenix. [I think I'd be better off in a sleeper and I don't think there would be enough leg and sleeping room in a seat. I've never been on a t]","[Hi -----, ]I looking for a train service from Chicago, to Phoenix. I think I'd be better off in a sleeper and I don't think there would be enough leg and sleeping room in a seat. I've never been on a t",200,134,0.33,1
6,8,1,2,3238,"what train should I take from Newark Penn Station (NJ) to get to Henderson, NC","what train should I take from Newark Penn Station (NJ) to get to Henderson, NC","what train should I take from Newark Penn Station (NJ) to get to Henderson, NC",78,0,1,1
6,8,1,2,3239,"Planning a trip in 10 days how much to ship a box weighing 7 lbs. 24"" X 20"" X 20"" on my train.","Planning a trip in 10 days how much to ship a box weighing 7 lbs. 24"" X 20"" X 20"" on my train.","Planning a trip in 10 days how much to ship a box weighing 7 lbs. 24"" X 20"" X 20"" on my train.",94,0,1,1
6,8,1,2,3240,I would like to get three seat from penn station to Schenectady on 11/23. I am not sure what empire service or Ethan Allen Express means,I would like to get three seat from penn station to Schenectady on 11/23[. I am not sure what empire service or Ethan Allen Express means],I would like to get three seat from penn station to Schenectady on 11/23. I am not sure what empire service or Ethan Allen Express means,136,64,0.5294117647,0
6,8,1,2,3241,"I'm trying to find the cname- cost for two seniors departing lax to sea may 7,2016 return may 14 2016/","I'm trying to find the cname- cost for two seniors departing lax to sea may 7,2016 return may 14 2016/","I'm trying to find the cname- cost for two seniors departing lax to sea may 7,2016 return may 14 2016/",102,0,1,1
6,8,1,2,3242,I need to get my son home from sonoma state university in rohnert park ca to west hills ca. but i can not find any train - can you give me suggestions,I need to get my son home from sonoma state university in rohnert park ca to west hills ca. [but i can not find any train - can you give me suggestions],I need to get my son home from sonoma state university in rohnert park ca to west hills ca. but i can not find any train - can you give me suggestions,150,58,0.6133333333,0
6,8,1,2,3243,Need to be in California by 2/16/16 would like a sleeper room we are 2 senios,Need to be in California by 2/16/16 would like a sleeper room we are 2 senios,Need to be in California by 2/16/16 would like a sleeper room we are 2 senios,77,0,1,1
6,8,1,2,3244,"can you take the train from Los Angeles to St. George, UT?","can you take the train from Los Angeles to St. George, UT?","can you take the train from Los Angeles to St. George, UT?",58,0,1,1
6,8,1,2,3245,can I have water bottles and food that aren't opened on the train with me?,can I have water bottles and food that aren't opened on the train with me?,can I have water bottles and food that aren't opened on the train with me?,74,0,1,1
6,8,1,2,3247,I have just reserved 2 business class seats from Vancouver to Portland on the 27th July 2015. Can I select the seats for my reservation?,[I have just reserved 2 business class seats from Vancouver to Portland on the 27th July 2015. ]Can I select the seats for my reservation?,I have just reserved 2 business class seats from Vancouver to Portland on the 27th July 2015. Can I select the seats for my reservation?,136,94,0.3088235294,0
6,8,1,2,3248,"-----, I love traveling cname-, but I just saw that cname- us permitting pets to travel and I don't want to travel with pets. I love animals but I believe it is an awful imposition to be forced to trv","[-----, I love traveling cname-, but] I just saw that cname- us permitting pets to travel and I don't want to travel with pets. [I love animals but I believe it is an awful imposition to be forced to trv]","[-----, ]I love traveling cname-, but I just saw that cname- us permitting pets to travel and I don't want to travel with pets. I love animals but I believe it is an awful imposition to be forced to trv",200,102,0.49,1
6,8,1,2,3249,I already have a member # but can't log in. Did not receive email to reset my password. What do I do?,I already have a member # but can't log in.[ Did not receive email to reset my password. What do I do?],I already have a member # but can't log in. Did not receive email to reset my password. What do I do?,101,58,0.4257425743,0
6,8,1,2,3250,How can i make sure we have a Roomette reserved for our Southwest Chief Train trip in the last week of December this year? LA to Dodge City. We are unable to pay for the ticket until around 12/11/1,How can i make sure we have a Roomette reserved for our Southwest Chief Train trip in the last week of December this year? [LA to Dodge City. We are unable to pay for the ticket until around 12/11/1],How can i make sure we have a Roomette reserved for our Southwest Chief Train trip in the last week of December this year?[ LA to Dodge City. We are unable to pay for the ticket until around 12/11/1],197,0,1,1
6,8,1,2,3252,is there a way of telling how many seats are still available on a train,is there a way of telling how many seats are still available on a train,is there a way of telling how many seats are still available on a train,71,0,1,1
6,8,1,2,3253,"What train goes to El Paso, Tx from Peoria or Galesburg, Il","What train goes to El Paso, Tx from Peoria or Galesburg, Il","What train goes to El Paso, Tx from Peoria or Galesburg, Il",59,0,1,1
6,8,1,2,3254,is the cname- from Oxnard to Northridge still running 11/16/15 745am train??,is the cname- from Oxnard to Northridge still running 11/16/15 745am train??,is the cname- from Oxnard to Northridge still running 11/16/15 745am train??,76,0,1,1
6,8,1,2,3256,"I want to travel from Woodstock, IL to Kernersville, NC how can I travel by train.","I want to travel from Woodstock, IL to Kernersville, NC [how can I travel by train.]","I want to travel from Woodstock, IL to Kernersville, NC how can I travel by train.",82,26,0.6829268293,0
6,8,1,2,3257,I was wondering if I could hold these tickets for a few hours,I was wondering if I could hold these tickets for a few hours,I was wondering if I could hold these tickets for a few hours,61,0,1,1
6,8,1,2,3258,Sorry for the inconvenience. Currently there is a system issue preventing your request from being processed. (Error ID: 503S),Sorry for the inconvenience. Currently there is a system issue preventing your request from being processed. (Error ID: 503S),Sorry for the inconvenience. Currently there is a system issue preventing your request from being processed. (Error ID: 503S),125,0,1,1
6,8,1,2,3259,"I am trying to book online and the ""find trains"" button under buy tickets appears not to be working. Is this a known issue?","I am trying to book online [and the ""find trains"" button under buy tickets appears not to be working. Is this a known issue?]","I am trying to book online and the ""find trains"" button under buy tickets appears not to be working. Is this a known issue?",123,96,0.2195121951,0
6,8,1,2,3260,"How much is the fares from Dallas TX, Dal station to Williston, ND","How much is the fares from Dallas TX, Dal station to Williston, ND","How much is the fares from Dallas TX, Dal station to Williston, ND",66,0,1,1
6,8,1,2,3261,Can I earn United Mileage Plus miles when booking train trip with cname-?,Can I earn United Mileage Plus miles when booking train trip with cname-?,Can I earn United Mileage Plus miles when booking train trip with cname-?,73,0,1,1
6,8,1,2,3263,how do i ghange a reservation? I have the ticket no and email address,how do i ghange a reservation? [I have the ticket no and email address],how do i ghange a reservation? [I have the ticket no and email address],69,0,1,1
6,8,1,2,3264,please confirm a reeservation for ------ -------- November 18 from NYP to Boston,please confirm a reeservation for ------ -------- November 18 from NYP to Boston,please confirm a reeservation for ------ -------- November 18 from NYP to Boston,80,0,1,1
6,8,1,2,3265,"Hi, I'm looking to book a ticket from Wolfpoint, MT to Sandpoint, ID...","Hi, I'm looking to book a ticket from Wolfpoint, MT to Sandpoint, ID...","[Hi, ]I'm looking to book a ticket from Wolfpoint, MT to Sandpoint, ID...",71,4,0.9436619718,0
6,8,1,2,3266,I want to add my Guest Rewards. I have trip laid out and in cart but don't know how to proceed.,I want to add my Guest Rewards[. I have trip laid out and in cart but don't know how to proceed.],I want to add my Guest Rewards. I have trip laid out and in cart but don't know how to proceed.,95,65,0.3157894737,0
6,8,1,2,3267,I will be arriving at Seattle King Station at 10:20 am and departing again at,I will be arriving at Seattle King Station at 10:20 am and departing again at,I will be arriving at Seattle King Station at 10:20 am and departing again at,77,0,1,1
6,8,1,2,3268,"hi! i've reset my password twice, and the system still won't let me log in. Help!","hi! i've reset my password twice, and the system still won't let me log in. Help!","[hi!] i've reset my password twice, and the system still won't let me log in. Help!",81,3,0.962962963,0
6,8,1,2,3269,how long does it usually take to have my e-ticket emailed to me,how long does it usually take to have my e-ticket emailed to me,how long does it usually take to have my e-ticket emailed to me,63,0,1,1
6,8,1,2,3270,"I'm looking for the schedule from Chico, Calif to San Francisco, Calif on Nov 24,2015","I'm looking for the schedule from Chico, Calif to San Francisco, Calif on Nov 24,2015","I'm looking for the schedule from Chico, Calif to San Francisco, Calif on Nov 24,2015",85,0,1,1
6,8,1,2,3271,ia there a senior discount for my return trip fro NYC to Paoli I did see a senior discount for my trip to NYC but not returning in the eve of Nov 18,ia there a senior discount for my return trip fro NYC to Paoli [I did see a senior discount for my trip to NYC but not returning in the eve of Nov 18],ia there a senior discount for my return trip fro NYC to Paoli I did see a senior discount for my trip to NYC but not returning in the eve of Nov 18,148,85,0.4256756757,0
6,8,1,2,3274,hi ----- i have a question I'm traveling to california and was wondering how much it would be to take my car with me in the trip. i have a 2013 volkswagen beetle,[hi ----- i have a question I'm traveling to california and was wondering ]how much it would be to take my car with me in the trip.[ i have a 2013 volkswagen beetle],[hi ----- ]i have a question I'm traveling to california and was wondering how much it would be to take my car with me in the trip.[ i have a 2013 volkswagen beetle],161,64,0.602484472,1
6,8,1,2,3275,"Hi -----, I purchased a RT ticket on regional express but want to upgrade to the Acela on way can I do that","[Hi -----, I purchased a RT ticket on regional express but ]want to upgrade to the Acela on way [can I do that]","[Hi -----, ]I purchased a RT ticket on regional express but want to upgrade to the Acela on way can I do that",107,61,0.4299065421,1
6,8,1,2,3276,My name is ---------- ---------. I have used cname- on many occasions but am disappointed about their new rules about tickets purchased and cancellations. I purchased an cname- ticvket to travel to,[My name is ---------- ---------. I have used cname- on many occasions but ]am disappointed about their new rules about tickets purchased and cancellations. [I purchased an cname- ticvket to travel to],[My name is ---------- ---------]. I have used cname- on many occasions but am disappointed about their new rules about tickets purchased and cancellation[s. I purchased an cname- ticvket to travel ]to,197,44,0.7766497462,1
6,8,1,2,3277,There was a change in my reservation and I need to print the latest ticket. Reservation #######,There was a change in my reservation and I need to print the latest ticket. Reservation #######,There was a change in my reservation and I need to print the latest ticket. Reservation #######,95,0,1,1
6,8,1,2,3278,WHAT ARE ALL THE STOPS 92 MAKES FROM MIA. TO NEW YORK,WHAT ARE ALL THE STOPS 92 MAKES FROM MIA. TO NEW YORK,WHAT ARE ALL THE STOPS 92 MAKES FROM MIA. TO NEW YORK,53,0,1,1
6,8,1,2,3279,Will be traveling from Indianapolis to chicago to Grand Junction Co next Monday. There is a four hour layover in Chicago. Is there someplace to store our luggage between trains? Or do we need to haul,[Will be traveling from Indianapolis to chicago to Grand Junction Co next Monday. There is a four hour layover in Chicago. ]Is there someplace to store our luggage between trains?[ Or do we need to haul],Will be traveling from Indianapolis to chicago to Grand Junction Co next Monday. There is a four hour layover in Chicago. Is there someplace to store our luggage between trains? [Or do we need to haul],199,122,0.3869346734,1
6,8,1,2,3280,"We are wanting to take a Girl Scout troop on a day trip from New Iberia, LA to Lafayette, LA on January 16 or 17. Can you help me plan this?","We are wanting to take a Girl Scout troop on a day trip from New Iberia, LA to Lafayette, LA on January 16 or 17. [Can you help me plan this?]","We are wanting to take a Girl Scout troop on a day trip from New Iberia, LA to Lafayette, LA on January 16 or 17. Can you help me plan this?",140,26,0.8142857143,0
6,8,1,2,3281,REQUEST FOR INFORMATION RELATED TO A MASTER DEVELOPER PLAN FOR THE CHICAGO UNION STATION DEVELOPMENT PROJECT,REQUEST FOR INFORMATION RELATED TO A MASTER DEVELOPER PLAN FOR THE CHICAGO UNION STATION DEVELOPMENT PROJECT,REQUEST FOR INFORMATION RELATED TO A MASTER DEVELOPER PLAN FOR THE CHICAGO UNION STATION DEVELOPMENT PROJECT,108,0,1,1
6,8,1,2,3282,I need help deciding what train I can take from La Grange IL to Champaign IL,I need help deciding what train I can take from La Grange IL to Champaign IL,I need help deciding what train I can take from La Grange IL to Champaign IL,76,0,1,1
6,8,1,2,3283,"hi -----, i am booking a business class ticket from nyc to boston. when am i able to select my seat?","[hi -----, ]i am booking a business class ticket from nyc to boston. [when am i able to select my seat?]","[hi -----, ]i am booking a business class ticket from nyc to boston. when am i able to select my seat?",100,33,0.67,1
6,8,1,2,3284,"if I need to create an cname-.com account, can I do that so it automatically connects to guest rewards account?","if I need to create an cname-.com account, can I do that so it automatically connects to guest rewards account?","if I need to create an cname-.com account, can I do that so it automatically connects to guest rewards account?",111,0,1,1
6,8,1,2,3285,I want to go from downtown Burbank to Carlsbad ca. I need the schedules.,I want to go from downtown Burbank to Carlsbad ca. [I need the schedules.],I want to go from downtown Burbank to Carlsbad ca. I need the schedules.,72,21,0.7083333333,0
6,8,1,2,3286,hello i have a question. do you have to transfer trains going from san diego to chatsworth california,[hello i have a question. ]do you have to transfer trains going from san diego to chatsworth california,[hello i have a question.] do you have to transfer trains going from san diego to chatsworth california,101,0,1,1
6,8,1,2,3287,trying to find a train station that's close to Enfield N. Carolina going to Willmington DE,trying to find a train station that's close to Enfield N. Carolina going to Willmington DE,trying to find a train station that's close to Enfield N. Carolina going to Willmington DE,90,0,1,1
6,8,1,2,3288,I'd like to change my reservations from 354 Wolverine to 364 Blue Water.,I'd like to change my reservations from 354 Wolverine to 364 Blue Water.,I'd like to change my reservations from 354 Wolverine to 364 Blue Water.,72,0,1,1
6,8,1,2,3289,Do schools get a group rate for taking students on the train?,Do schools get a group rate for taking students on the train?,Do schools get a group rate for taking students on the train?,61,0,1,1
6,8,1,2,3290,What are the red triangles with exclamation points on the left side of some train names?,What are the red triangles with exclamation points on the left side of some train names?,What are the red triangles with exclamation points on the left side of some train names?,88,0,1,1
6,8,1,2,3291,"I need to pay for my mom's tickets, she has a reservation, how do I do that?","I need to pay for my mom's tickets, [she has a reservation, how do I do that?]","I need to pay for my mom's tickets, she has a reservation, how do I do that?",76,40,0.4736842105,0
6,8,1,2,3292,I booked a train for Dec. 4th San Juan Capistrano to San Diego Ca at 1:44 pm. what time do I need to arrive?,[I booked a train for Dec. 4th San Juan Capistrano to San Diego Ca at 1:44 pm. ]what time do I need to arrive?,I booked a train for Dec. 4th San Juan Capistrano to San Diego Ca at 1:44 pm. what time do I need to arrive?,108,78,0.2777777778,0
6,8,1,2,3293,Are there any direct train rides from Paso Robles to Oakland without changes to a bus,Are there any direct train rides from Paso Robles to Oakland without changes to a bus,Are there any direct train rides from Paso Robles to Oakland without changes to a bus,85,0,1,1
6,8,1,2,3294,I booked my trip as adult fare but should have booked at senior fare,I booked my trip as adult fare but should have booked at senior fare,I booked my trip as adult fare but should have booked at senior fare,68,0,1,1
6,8,1,2,3295,I tried to make a reservation online but I am not sure if it went through.,I tried to make a reservation online but I am not sure if it went through.,I tried to make a reservation online but I am not sure if it went through.,74,0,1,1
6,8,1,2,3297,"I need to depart from Charlotte, NC and do not find an cname- stop listed. Why not?","I need to depart from Charlotte, NC and do not find an cname- stop listed.[ Why not?]","I need to depart from Charlotte, NC and do not find an cname- stop listed. Why not?",83,9,0.8915662651,0
6,8,1,2,3298,I reserved a round trip ticket ####### but not received the pdf e-ticket over email yet. Could you please assist me to see what is wrong with the email connection? Thanks.,[I reserved a round trip ticket ####### but not received the pdf e-ticket over email yet. ]Could you please assist me to see what is wrong with the email connection? [Thanks].,I reserved a round trip ticket ####### but not received the pdf e-ticket over email yet. Could you please assist me to see what is wrong with the email connection? [Thanks.],171,89,0.4795321637,1
6,8,1,2,3299,I tried purchasing a round trip ticket and got a message about being patient while my bank authenticates the transaction. it has been a few hours should i try aagin,I tried purchasing a round trip ticket and got a message about being patient while my bank authenticates the transaction.[ it has been a few hours should i try aagin],I tried purchasing a round trip ticket and got a message about being patient while my bank authenticates the transaction. it has been a few hours should i try aagin,164,43,0.737804878,0
6,8,1,2,3300,Hi I'm scheduled to leave at 7:24 a.m. tomorrow from ORC but don't have tickets can I pick them up there?,[Hi I'm scheduled to leave at 7:24 a.m. tomorrow from ORC but ]don't have tickets can I pick them up there?,[Hi ]I'm scheduled to leave at 7:24 a.m. tomorrow from ORC but don't have tickets can I pick them up there?,105,58,0.4476190476,1
6,8,1,2,3301,can i purchase ticket at the Richmon ca station to sacramento ca,can i purchase ticket at the Richmon ca station to sacramento ca,can i purchase ticket at the Richmon ca station to sacramento ca,64,0,1,1
6,8,1,2,3302,Lookin for a train from Trenton nj on nov. 25 to Baltimore md bwi station returning Friday nov 27,Lookin for a train from Trenton nj on nov. 25 to Baltimore md bwi station returning Friday nov 27,Lookin for a train from Trenton nj on nov. 25 to Baltimore md bwi station returning Friday nov 27,97,0,1,1
6,8,1,2,3303,I have a valid cname- gift certificate in the amt of $250. How do I apply it toward a ticket I am buying online today?,[I have a valid cname- gift certificate in the amt of $250. ]How do I apply it toward a ticket I am buying online today?,I have a valid cname- gift certificate in the amt of $250. How do I apply it toward a ticket I am buying online today?,118,59,0.5,0
6,8,1,2,3304,I'd like to modify my trip but its not letting me change the date,I'd like to modify my trip but its not letting me change the date,I'd like to modify my trip but its not letting me change the date,65,0,1,1
6,8,1,2,3305,"I am looking for 4 one way tickets to Columbia Maryland either on the 23, 24 or 25th","I am looking for 4 one way tickets to Columbia Maryland either on the 23, 24 or 25th","I am looking for 4 one way tickets to Columbia Maryland either on the 23, 24 or 25th",84,0,1,1
6,8,1,2,3306,i am looking to go to Springfield Ma. and I do not know what train goes there directly,i am looking to go to Springfield Ma. and I do not know what train goes there directly,i am looking to go to Springfield Ma. and I do not know what train goes there directly,86,0,1,1
6,8,1,2,3307,I arrive in San Antonio Tx at 12:05 am and will depart San Antonio at 7 am. Are there hotels/motels near the train station in San Antonio?,[I arrive in San Antonio Tx at 12:05 am and will depart San Antonio at 7 am. ]Are there hotels/motels near the train station in San Antonio?,[I arrive in San Antonio Tx at 12:05 am and will depart San Antonio at 7 am. ]Are there hotels/motels near the train station in San Antonio?,138,0,1,1
6,8,1,2,3308,"If I book and train but run late and take the next train, is there a fare difference?","If I book and train but run late and take the next train, is there a fare difference?","If I book and train but run late and take the next train, is there a fare difference?",85,0,1,1
6,8,1,2,3309,Hi. We are trying to travel from nYC to Boston tomorrow with 2 pieces of luggage. However all the scheduled trains say no checked baggage. How do we get 2 people with 2 suitcases on the train?,[Hi. We are trying to travel from nYC to Boston tomorrow with 2 pieces of luggage. However all the scheduled trains say no checked baggage. ]How do we get 2 people with 2 suitcases on the train?,[Hi.] We are trying to travel from nYC to Boston tomorrow with 2 pieces of luggage. [However all the scheduled trains say no checked baggage.] How do we get 2 people with 2 suitcases on the train?,192,76,0.6041666667,1
6,8,1,2,3310,I am trying to get through by phone but call is not going through,I am trying to get through by phone but call is not going through,I am trying to get through by phone but call is not going through,65,0,1,1
6,8,1,2,3311,How can I retrieve my password if my email address linked to my account is an old email address that is no longer active?,How can I retrieve my password if my email address linked to my account is an old email address that is no longer active?,How can I retrieve my password if my email address linked to my account is an old email address that is no longer active?,121,0,1,1
6,8,1,2,3312,I am trying to book 2 train tickets but your website is not working,I am trying to book 2 train tickets but your website is not working,I am trying to book 2 train tickets but your website is not working,67,0,1,1
6,8,1,2,3314,I am trying to find out a schedule between Orlando and Atlanta in january,I am trying to find out a schedule between Orlando and Atlanta in january,I am trying to find out a schedule between Orlando and Atlanta in january,73,0,1,1
6,8,1,2,3315,"I want to make reservations for my daughter and have her pick ticket up in city of her departure, but I pay for it.","I want to make reservations for my daughter and have her pick ticket up in city of her departure,[ but I pay for it.]","I want to make reservations for my daughter and have her pick ticket up in city of her departure, but I pay for it.",115,18,0.8434782609,0
6,8,1,2,3316,Can you help me find the snow train to reno schedules from California?,Can you help me find the snow train to reno schedules from California?,Can you help me find the snow train to reno schedules from California?,70,0,1,1
6,8,1,2,3317,I wanted to know if I could apply cname- points to a ride on Thanksgiving Day,I wanted to know if I could apply cname- points to a ride on Thanksgiving Day,I wanted to know if I could apply cname- points to a ride on Thanksgiving Day,77,0,1,1
6,8,1,2,3318,if I purchase a ticket online for someone are they able to pick it up at the station,if I purchase a ticket online for someone are they able to pick it up at the station,if I purchase a ticket online for someone are they able to pick it up at the station,84,0,1,1
6,8,1,2,3319,"Hi, I am riding on the NE Regional for Christmas and I need to take my dog with me","Hi, I am riding on the NE Regional for Christmas and I need to take my dog with me","[Hi, ]I am riding on the NE Regional for Christmas and I need to take my dog with me",82,4,0.9512195122,0
6,8,1,2,3320,"I have a reservation for this friday from New Carrolton MD to Rhinecliff, NY and cannot find my ticket receipt-- what is the best way to retrieve this information for my trip.","[I have a reservation for this friday from New Carrolton MD to Rhinecliff, NY and] cannot find my ticket receipt-- what is the best way to retrieve this information for my trip.","I have a reservation for this friday from New Carrolton MD to Rhinecliff, NY and cannot find my ticket receipt-- what is the best way to retrieve this information for my trip.",175,80,0.5428571429,0
6,8,1,2,3321,My mother just died and I need my sister over here on Friday is there any discount fares,[My mother just died and I need my sister over here on Friday ]is there any discount fares,My mother just died and I need my sister over here on Friday is there any discount fares,88,61,0.3068181818,0
6,8,1,2,3322,"I am traveling from San Antonio to Tucson on Sunday, 11/22. Reservation #######. Is our roomette on the upper floor of the train?","[I am traveling from San Antonio to Tucson on Sunday, 11/22. Reservation #######. ]Is our roomette on the upper floor of the train?","I am traveling from San Antonio to Tucson on Sunday, 11/22. Reservation #######. Is our roomette on the upper floor of the train?",129,81,0.3720930233,0
6,8,1,2,3323,Is there a late night train after the Bruins Saturday 11/21/15 back to Portland?,Is there a late night train after the Bruins Saturday 11/21/15 back to Portland?,Is there a late night train after the Bruins Saturday 11/21/15 back to Portland?,80,0,1,1
